GeneID	GSM7020412	GSM7020417	GSM7020416	GSM7020415	GSM7020414	GSM7020413
ENSG00000047634	380	285	299	292	205	195
ENSG00000047644	626	846	752	695	520	621
ENSG00000047648	562	482	658	455	823	390
ENSG00000047662	10	17	15	11	10	5
ENSG00000047849	1713	1385	846	1235	1058	1810
ENSG00000047932	816	608	758	638	633	521
ENSG00000047936	0	0	1	1	3	0
ENSG00000048028	453	354	280	308	240	262
ENSG00000048052	322	206	234	266	255	246
ENSG00000048140	534	481	403	512	574	508
ENSG00000048162	109	106	129	113	138	119
ENSG00000048342	325	200	233	152	217	179
ENSG00000048392	871	472	443	596	460	812
ENSG00000048405	384	246	282	280	273	242
ENSG00000048462	79	200	195	180	122	36
ENSG00000048471	696	255	325	317	362	312
ENSG00000048540	1814	1563	982	1785	764	2435
ENSG00000048544	236	164	234	183	246	232
ENSG00000048545	0	0	0	0	2	0
ENSG00000048649	1252	1039	1332	1126	1390	1045
ENSG00000048707	1910	1411	1027	887	782	1523
ENSG00000048740	1023	570	996	615	997	711
ENSG00000048828	1488	990	1004	1046	957	1113
ENSG00000048991	414	304	346	303	339	244
ENSG00000049089	506	473	580	271	337	184
ENSG00000049130	252	220	176	236	154	183
ENSG00000049167	232	142	199	122	179	112
ENSG00000049192	47	85	39	41	30	64
ENSG00000049239	1675	1070	1025	1010	903	1060
ENSG00000049245	776	603	601	724	752	887
ENSG00000049246	205	230	155	690	481	360
ENSG00000049247	8	13	37	55	89	4
ENSG00000049249	130	38	95	71	97	53
ENSG00000049283	25	44	59	51	17	50
ENSG00000049323	529	699	263	360	247	528
ENSG00000049449	276	198	224	255	299	267
ENSG00000049540	711	979	610	540	520	1266
ENSG00000049541	210	181	185	172	201	233
ENSG00000049618	2014	1538	1612	1270	1306	998
ENSG00000049656	216	266	304	337	319	347
ENSG00000049759	661	495	465	454	676	741
ENSG00000049768	107	72	150	108	108	142
ENSG00000049769	176	145	135	129	111	160
ENSG00000049860	1103	876	803	936	797	1246
ENSG00000049883	347	166	260	130	154	136
ENSG00000050030	16	8	20	3	12	4
ENSG00000050130	540	428	545	476	377	394
ENSG00000050165	603	929	406	760	439	716
ENSG00000050327	183	156	188	193	193	174
ENSG00000050344	208	270	186	374	182	372
ENSG00000050393	441	241	386	310	356	366
ENSG00000050405	933	944	676	818	710	1118
ENSG00000050426	1066	844	999	786	818	894
ENSG00000050438	82	55	81	50	72	24
ENSG00000050555	37	6	40	10	7	3
ENSG00000050628	49	64	19	47	33	88
ENSG00000050730	10	0	6	11	12	10
ENSG00000050748	624	442	535	512	525	634
ENSG00000050767	2079	644	1928	400	1323	324
ENSG00000050820	618	1209	780	929	578	1050
ENSG00000051009	1190	1170	875	832	634	716
ENSG00000051108	1609	1266	1371	1547	1226	1289
ENSG00000051128	328	354	401	286	383	404
ENSG00000051180	37	28	26	23	53	23
ENSG00000051341	43	35	70	45	56	20
ENSG00000051382	796	419	460	480	507	568
ENSG00000051523	1620	1484	1728	1534	1534	1316
ENSG00000051596	59	70	65	53	56	94
ENSG00000051620	600	471	526	411	445	583
ENSG00000051825	294	130	198	141	164	122
ENSG00000052126	619	444	405	418	370	696
ENSG00000052344	772	409	473	623	468	801
ENSG00000052723	455	283	390	303	301	274
ENSG00000052749	356	391	268	358	300	362
ENSG00000052795	501	325	341	369	371	495
ENSG00000052802	264	230	223	332	234	352
ENSG00000052841	1772	1394	1430	1254	1046	995
ENSG00000052850	3	6	1	1	1	4
ENSG00000053108	1	13	3	35	1	60
ENSG00000053254	574	279	387	321	461	394
ENSG00000053328	40	16	12	14	30	17
ENSG00000053371	478	340	386	300	398	481
ENSG00000053372	225	277	199	222	322	247
ENSG00000053438	20	17	14	10	12	14
ENSG00000053501	256	277	306	271	316	294
ENSG00000053524	16	18	13	17	14	11
ENSG00000053702	194	119	96	117	84	89
ENSG00000053747	248	215	185	87	103	100
ENSG00000053770	594	396	508	394	481	346
ENSG00000053900	740	678	663	525	445	413
ENSG00000053918	661	151	288	205	302	210
ENSG00000054116	625	682	637	673	637	828
ENSG00000054118	1789	1560	1445	1330	1163	1172
ENSG00000054148	318	417	401	374	374	431
ENSG00000054179	16	387	17	68	19	55
ENSG00000054219	506	234	336	411	527	374
ENSG00000054267	1324	1472	1626	1353	1568	1039
ENSG00000054277	85	36	43	31	29	66
ENSG00000054282	2	2	3	1	1	1
ENSG00000054356	0	1	0	2	0	10
ENSG00000054392	300	154	199	135	115	184
ENSG00000054523	874	668	502	618	423	694
ENSG00000054598	316	352	152	172	131	268
ENSG00000054611	601	384	462	326	442	632
ENSG00000054654	4025	2289	2572	1610	1606	1427
ENSG00000054690	3279	1950	1862	1344	1389	800
ENSG00000054793	1867	960	856	1022	752	1091
ENSG00000054796	0	0	0	0	0	1
ENSG00000054803	5	42	6	14	5	79
ENSG00000054938	12	6	3	8	3	6
ENSG00000054965	1239	702	630	748	653	855
ENSG00000054967	293	160	221	234	173	157
ENSG00000054983	837	396	460	525	435	350
ENSG00000055044	446	361	372	361	385	270
ENSG00000055070	883	626	676	820	859	944
ENSG00000055118	22	22	29	14	17	12
ENSG00000055130	901	655	662	606	587	687
ENSG00000055147	339	212	257	230	245	204
ENSG00000055163	1230	662	707	637	892	692
ENSG00000055208	1040	581	719	670	683	709
ENSG00000055211	618	506	536	551	479	662
ENSG00000055332	906	634	626	642	753	594
ENSG00000055483	1221	876	753	760	740	782
ENSG00000055609	1646	1200	1079	1049	961	916
ENSG00000055732	58	35	50	53	69	184
ENSG00000055813	143	33	34	19	35	12
ENSG00000055917	1929	1192	1495	1299	1355	1243
ENSG00000055950	624	579	573	484	569	577
ENSG00000055955	21	19	20	15	14	2
ENSG00000055957	2	5	5	2	4	1
ENSG00000056050	176	129	152	140	163	141
ENSG00000056097	1063	653	673	648	631	614
ENSG00000056277	81	64	71	68	59	37
ENSG00000056291	22	3	4	8	8	21
ENSG00000056487	60	69	152	72	40	4
ENSG00000056558	1150	809	1091	748	807	702
ENSG00000056586	805	489	546	568	565	501
ENSG00000056736	120	52	66	51	54	50
ENSG00000056972	362	283	331	244	285	375
ENSG00000056998	74	26	30	18	42	71
ENSG00000057019	599	364	248	428	209	844
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	587	324	423	524	525	449
ENSG00000057294	64	76	41	68	57	67
ENSG00000057468	5	5	7	5	3	3
ENSG00000057593	2	5	3	1	2	1
ENSG00000057608	1324	1032	1110	1182	1345	1283
ENSG00000057657	693	1128	610	1293	381	1187
ENSG00000057663	466	333	399	346	450	426
ENSG00000057704	514	424	291	423	183	948
ENSG00000057757	491	459	444	461	525	520
ENSG00000057935	512	374	386	366	352	340
ENSG00000058056	470	275	292	353	270	523
ENSG00000058063	832	454	540	593	492	505
ENSG00000058085	1060	940	564	1438	491	1940
ENSG00000058091	523	274	340	251	394	447
ENSG00000058262	2275	1943	1690	2282	1845	1923
ENSG00000058272	1141	1099	1237	1058	1319	985
ENSG00000058335	21	387	36	91	35	164
ENSG00000058404	746	1173	1032	679	514	742
ENSG00000058453	867	1099	740	752	527	689
ENSG00000058600	746	609	595	538	476	471
ENSG00000058668	1668	1325	1107	1227	821	1213
ENSG00000058673	19	20	18	15	10	14
ENSG00000058729	303	190	250	238	267	214
ENSG00000058799	412	367	538	427	470	337
ENSG00000058804	347	196	261	247	298	206
ENSG00000058866	23	41	71	33	39	60
ENSG00000059122	800	1313	1300	467	501	610
ENSG00000059145	531	360	260	298	162	188
ENSG00000059377	134	201	201	288	201	190
ENSG00000059378	726	764	687	738	681	674
ENSG00000059573	945	652	757	876	700	781
ENSG00000059588	879	755	802	707	632	582
ENSG00000059691	249	143	203	128	173	164
ENSG00000059728	273	175	211	281	210	262
ENSG00000059758	571	505	423	482	380	441
ENSG00000059769	171	155	166	170	143	118
ENSG00000059804	521	363	230	920	446	836
ENSG00000059915	94	82	63	162	95	88
ENSG00000060069	264	260	253	245	262	228
ENSG00000060138	1410	1642	1130	1569	1028	1748
ENSG00000060140	3	15	5	13	13	22
ENSG00000060237	1773	1178	935	949	825	1100
ENSG00000060303	2	1	1	0	2	5
ENSG00000060339	1055	1137	1257	1058	1309	806
ENSG00000060491	1280	1224	1092	1043	1086	928
ENSG00000060558	50	48	49	102	125	163
ENSG00000060566	1	0	3	0	0	2
ENSG00000060642	429	267	335	234	194	280
ENSG00000060656	366	458	206	425	130	486
ENSG00000060688	350	312	274	312	399	361
ENSG00000060709	21	76	50	109	33	18
ENSG00000060718	9	33	0	47	3	429
ENSG00000060749	582	328	321	372	318	363
ENSG00000060762	386	306	482	312	444	324
ENSG00000060971	637	708	714	629	578	638
ENSG00000060982	98	123	78	469	263	452
ENSG00000061273	1850	2461	1397	1818	1251	1451
ENSG00000061337	41	278	46	160	62	201
ENSG00000061455	72	73	76	54	26	64
ENSG00000061492	0	2	0	1	2	0
ENSG00000061656	101	315	188	287	88	92
ENSG00000061676	1334	924	855	980	790	1371
ENSG00000061794	423	254	342	217	242	438
ENSG00000061918	201	382	172	296	204	317
ENSG00000061936	1141	1334	1123	910	853	727
ENSG00000061938	1611	1600	1569	1312	1042	998
ENSG00000061987	1231	917	1134	933	754	679
ENSG00000062038	173	895	145	1063	140	870
ENSG00000062096	1	0	0	1	1	1
ENSG00000062194	1256	1028	1088	1063	1032	882
ENSG00000062282	132	61	73	105	139	76
ENSG00000062370	131	81	78	76	58	68
ENSG00000062485	806	584	593	617	687	753
ENSG00000062524	52	139	94	134	62	44
ENSG00000062582	15	10	13	7	9	11
ENSG00000062598	545	671	515	545	383	569
ENSG00000062650	800	498	573	614	651	548
ENSG00000062716	1218	1405	1042	2328	1100	1886
ENSG00000062725	724	432	511	524	486	451
ENSG00000062822	440	413	367	343	308	422
ENSG00000063015	4	5	5	7	4	4
ENSG00000063046	1562	868	921	1011	1100	1311
ENSG00000063127	96	41	87	34	67	25
ENSG00000063169	539	514	514	446	361	346
ENSG00000063176	478	343	326	355	338	369
ENSG00000063177	591	567	571	591	566	571
ENSG00000063180	252	243	165	371	197	547
ENSG00000063241	268	292	289	353	448	315
ENSG00000063244	1700	1768	1601	1477	1315	1399
ENSG00000063245	1444	1234	1159	1086	1263	1421
ENSG00000063322	627	434	552	508	535	621
ENSG00000063438	2	1	3	4	1	0
ENSG00000063515	2	0	0	0	0	0
ENSG00000063587	450	369	404	422	306	255
ENSG00000063601	597	451	479	459	386	390
ENSG00000063660	442	431	450	652	308	524
ENSG00000063761	135	224	205	135	146	140
ENSG00000063854	544	489	459	502	553	719
ENSG00000063978	627	545	510	543	487	541
ENSG00000064012	448	359	465	412	512	320
ENSG00000064042	1669	953	1076	808	837	842
ENSG00000064102	229	270	278	219	242	188
ENSG00000064115	743	599	418	670	471	914
ENSG00000064195	82	97	52	84	44	44
ENSG00000064199	80	53	87	60	99	63
ENSG00000064201	237	94	172	111	173	113
ENSG00000064205	94	215	46	78	108	545
ENSG00000064218	129	28	74	46	56	23
ENSG00000064225	98	168	162	190	146	120
ENSG00000064270	381	66	300	63	202	35
ENSG00000064300	546	764	379	443	510	376
ENSG00000064309	949	173	372	145	289	101
ENSG00000064313	559	408	434	385	323	325
ENSG00000064393	1256	1079	904	984	760	938
ENSG00000064419	997	624	621	560	567	641
ENSG00000064489	0	0	0	0	0	0
ENSG00000064490	407	447	480	379	452	367
ENSG00000064545	511	475	612	439	488	466
ENSG00000064547	394	383	431	384	374	236
ENSG00000064601	921	1012	814	1103	868	1320
ENSG00000064607	2261	1780	1875	1740	1420	1229
ENSG00000064651	420	373	243	490	215	587
ENSG00000064652	124	211	178	224	174	305
ENSG00000064655	394	157	389	178	235	232
ENSG00000064666	1312	1150	1132	1113	1124	1356
ENSG00000064687	1162	1399	1289	1133	884	768
ENSG00000064692	61	77	52	44	49	44
ENSG00000064703	381	296	332	242	232	227
ENSG00000064726	727	453	491	613	597	843
ENSG00000064763	96	123	132	146	106	170
ENSG00000064787	18	6	16	12	6	6
ENSG00000064835	1	1	2	1	2	1
ENSG00000064886	222	196	247	327	508	359
ENSG00000064932	56	18	15	18	13	22
ENSG00000064933	344	324	386	303	324	238
ENSG00000064961	755	941	822	837	830	858
ENSG00000064989	812	1024	475	996	543	578
ENSG00000064995	673	516	559	604	455	454
ENSG00000064999	869	480	555	482	402	435
ENSG00000065000	1894	1652	1622	1517	1599	1747
ENSG00000065029	1123	1197	1041	901	693	829
ENSG00000065054	1011	1610	869	1251	1136	1131
ENSG00000065057	173	140	145	121	168	161
ENSG00000065060	382	289	260	321	260	297
ENSG00000065135	687	463	534	616	716	708
ENSG00000065150	1462	930	931	887	932	1146
ENSG00000065154	796	616	723	522	570	620
ENSG00000065183	388	226	221	214	233	230
ENSG00000065243	915	598	724	615	566	508
ENSG00000065268	389	453	439	420	537	482
ENSG00000065308	1160	829	610	756	563	561
ENSG00000065320	96	81	71	35	88	54
ENSG00000065325	15	3	1	5	1	4
ENSG00000065328	33	17	19	32	33	20
ENSG00000065357	1390	980	1385	700	871	555
ENSG00000065361	513	646	205	761	139	775
ENSG00000065371	0	0	0	0	0	0
ENSG00000065413	821	429	661	460	650	377
ENSG00000065427	903	702	794	744	875	841
ENSG00000065457	324	265	300	240	274	271
ENSG00000065485	613	383	560	322	448	243
ENSG00000065491	221	303	251	288	212	390
ENSG00000065518	344	335	393	351	355	343
ENSG00000065526	1764	1188	948	1023	680	877
ENSG00000065534	575	527	325	373	399	386
ENSG00000065548	623	514	712	656	774	638
ENSG00000065559	423	331	316	372	339	361
ENSG00000065600	117	71	120	127	124	92
ENSG00000065609	69	13	60	14	31	6
ENSG00000065613	1141	766	765	752	730	773
ENSG00000065615	230	130	193	215	266	135
ENSG00000065618	264	211	210	123	92	71
ENSG00000065621	476	229	342	331	165	369
ENSG00000065665	208	216	186	193	160	141
ENSG00000065675	513	192	373	161	333	183
ENSG00000065717	1267	1715	1310	1578	1004	1197
ENSG00000065802	706	341	379	334	388	422
ENSG00000065809	739	412	714	567	921	429
ENSG00000065833	100	66	89	126	161	68
ENSG00000065882	1370	964	931	699	715	1083
ENSG00000065883	1492	1328	1421	1164	1001	807
ENSG00000065911	241	292	305	356	424	219
ENSG00000065923	565	345	411	503	388	409
ENSG00000065970	584	326	331	386	326	360
ENSG00000065978	777	670	706	728	740	761
ENSG00000065989	554	309	454	392	414	497
ENSG00000066027	1143	526	519	484	598	670
ENSG00000066032	2	1	0	1	6	0
ENSG00000066044	738	755	733	711	760	768
ENSG00000066056	757	912	549	599	420	619
ENSG00000066084	572	295	317	316	299	346
ENSG00000066117	847	733	710	743	586	584
ENSG00000066135	275	235	205	228	229	182
ENSG00000066136	885	792	876	662	693	661
ENSG00000066185	75	43	75	30	47	47
ENSG00000066230	83	42	40	21	20	44
ENSG00000066248	23	449	26	388	16	670
ENSG00000066279	73	37	82	59	106	18
ENSG00000066294	658	281	574	465	646	338
ENSG00000066322	886	859	810	955	741	762
ENSG00000066336	489	466	689	667	869	716
ENSG00000066379	0	1	0	0	0	0
ENSG00000066382	693	99	545	63	350	41
ENSG00000066405	12	3	1	2	4	1
ENSG00000066422	516	412	426	431	347	301
ENSG00000066427	518	543	467	320	325	318
ENSG00000066455	446	351	333	367	382	375
ENSG00000066468	2286	647	888	517	544	311
ENSG00000066557	244	182	233	180	210	155
ENSG00000066583	331	268	260	304	275	383
ENSG00000066629	399	271	289	164	226	214
ENSG00000066651	249	262	221	248	192	222
ENSG00000066654	914	582	748	661	730	583
ENSG00000066697	177	112	136	142	172	161
ENSG00000066735	162	180	57	84	67	158
ENSG00000066739	1164	727	856	714	504	513
ENSG00000066777	936	626	569	710	531	745
ENSG00000066813	3	1	9	1	7	0
ENSG00000066827	144	155	136	137	132	113
ENSG00000066855	258	214	218	164	199	174
ENSG00000066923	31	28	43	32	14	16
ENSG00000066926	444	292	348	282	302	264
ENSG00000066933	871	539	723	560	554	463
ENSG00000067048	1	1092	1166	4	0	0
ENSG00000067057	1092	952	790	603	725	1213
ENSG00000067064	445	267	352	310	467	373
ENSG00000067066	1263	1122	1219	1135	1198	982
ENSG00000067082	1886	1574	1376	2111	1486	2998
ENSG00000067113	376	689	266	487	307	377
ENSG00000067141	868	350	383	393	339	380
ENSG00000067167	1691	1249	1369	1576	1385	1334
ENSG00000067177	437	284	188	314	184	236
ENSG00000067182	912	1240	854	1249	911	1344
ENSG00000067191	221	1043	294	653	197	438
ENSG00000067208	303	261	241	313	231	318
ENSG00000067221	356	277	292	232	241	322
ENSG00000067225	2060	2437	2034	2248	2003	2444
ENSG00000067248	444	321	469	364	431	317
ENSG00000067334	554	376	470	455	484	468
ENSG00000067365	229	237	166	174	123	153
ENSG00000067369	816	767	576	657	364	483
ENSG00000067445	506	483	479	323	264	171
ENSG00000067533	285	157	208	204	287	209
ENSG00000067560	1247	1120	1217	1303	1348	1464
ENSG00000067596	668	493	409	460	416	481
ENSG00000067601	0	0	0	0	0	0
ENSG00000067606	371	242	262	222	220	202
ENSG00000067646	0	213	321	0	0	0
ENSG00000067704	879	498	497	593	575	710
ENSG00000067715	20	32	25	22	12	208
ENSG00000067798	71	52	50	46	43	49
ENSG00000067829	640	625	608	512	609	637
ENSG00000067836	150	161	158	144	155	183
ENSG00000067840	134	227	105	116	148	114
ENSG00000067842	0	0	1	1	2	1
ENSG00000067900	722	687	769	742	1039	774
ENSG00000067955	598	596	574	679	575	583
ENSG00000067992	517	366	302	359	345	419
ENSG00000068001	660	1153	585	891	693	979
ENSG00000068024	404	249	371	237	411	240
ENSG00000068028	436	401	498	380	425	337
ENSG00000068078	53	111	63	343	45	58
ENSG00000068079	348	350	348	333	514	382
ENSG00000068097	270	242	221	200	162	212
ENSG00000068120	898	911	794	773	778	822
ENSG00000068137	508	1232	451	917	333	795
ENSG00000068305	841	788	614	719	557	648
ENSG00000068308	1008	979	905	974	775	937
ENSG00000068323	875	1029	821	1047	720	1040
ENSG00000068354	315	282	253	278	268	316
ENSG00000068366	770	409	474	716	653	485
ENSG00000068383	337	266	211	243	208	263
ENSG00000068394	300	268	223	220	248	315
ENSG00000068400	1217	1329	1111	1214	904	884
ENSG00000068438	381	449	402	474	374	385
ENSG00000068489	62	33	60	78	141	43
ENSG00000068615	66	55	69	45	55	44
ENSG00000068650	1239	1937	711	3006	640	1389
ENSG00000068654	564	474	415	439	379	351
ENSG00000068697	1414	1270	1268	1373	1222	1362
ENSG00000068724	1080	852	790	734	777	895
ENSG00000068745	1505	1578	1316	1415	1013	1224
ENSG00000068781	0	0	1	1	1	0
ENSG00000068784	209	116	133	163	179	141
ENSG00000068796	460	276	328	345	439	309
ENSG00000068831	1480	827	1441	588	1075	487
ENSG00000068878	902	771	761	896	711	620
ENSG00000068885	393	326	413	270	253	238
ENSG00000068903	801	721	613	659	612	739
ENSG00000068912	1005	679	669	969	705	759
ENSG00000068971	405	460	446	333	258	334
ENSG00000068976	153	101	173	50	89	47
ENSG00000068985	0	0	0	1	1	0
ENSG00000069011	3	2	5	3	8	3
ENSG00000069018	0	0	0	0	1	0
ENSG00000069020	902	691	609	767	473	672
ENSG00000069122	1309	1065	454	1221	585	805
ENSG00000069188	148	80	156	58	69	65
ENSG00000069206	1	0	1	0	0	0
ENSG00000069248	694	393	361	398	363	421
ENSG00000069275	2496	1515	1941	1817	2215	2181
ENSG00000069329	1120	813	848	841	939	998
ENSG00000069345	824	668	726	650	699	708
ENSG00000069399	528	429	486	670	625	715
ENSG00000069424	882	497	704	529	686	462
ENSG00000069431	284	237	152	165	170	205
ENSG00000069482	1	4	1	4	7	4
ENSG00000069493	1031	852	1195	684	787	453
ENSG00000069509	137	112	124	128	165	158
ENSG00000069535	159	150	220	61	172	127
ENSG00000069667	775	331	457	391	389	349
ENSG00000069696	0	2	2	1	0	0
ENSG00000069702	763	319	371	239	301	305
ENSG00000069764	0	0	0	0	0	0
ENSG00000069812	0	13	2	8	7	22
ENSG00000069849	407	590	369	640	518	869
ENSG00000069869	263	217	191	194	115	192
ENSG00000069943	235	204	202	174	160	157
ENSG00000069956	296	218	170	270	191	270
ENSG00000069966	457	367	361	387	361	408
ENSG00000069974	635	1052	604	1192	638	1339
ENSG00000069998	384	270	285	220	372	290
ENSG00000070010	564	638	572	482	491	440
ENSG00000070018	975	389	407	434	342	341
ENSG00000070019	6	8	9	4	9	3
ENSG00000070031	0	0	0	0	0	0
ENSG00000070047	7	11	27	3	1	2
ENSG00000070061	1128	913	797	809	561	782
ENSG00000070081	690	596	881	652	780	441
ENSG00000070087	852	650	871	731	834	898
ENSG00000070159	514	545	348	443	267	606
ENSG00000070182	30	13	9	21	10	11
ENSG00000070190	269	132	258	218	302	164
ENSG00000070193	95	84	110	14	46	56
ENSG00000070214	1423	1124	1219	1350	1085	1403
ENSG00000070269	473	339	364	294	249	209
ENSG00000070366	512	223	161	210	130	197
ENSG00000070367	643	394	488	479	515	472
ENSG00000070371	270	210	248	107	167	121
ENSG00000070388	10	3	3	2	4	6
ENSG00000070404	298	847	261	934	274	819
ENSG00000070413	2232	1186	1123	1133	1106	1596
ENSG00000070423	518	642	641	590	581	595
ENSG00000070444	376	389	274	365	253	274
ENSG00000070476	933	682	762	606	517	490
ENSG00000070495	286	262	284	269	234	262
ENSG00000070501	148	168	203	194	210	146
ENSG00000070526	22	39	24	14	18	18
ENSG00000070540	148	170	147	219	172	203
ENSG00000070601	25	13	44	12	9	5
ENSG00000070610	576	450	377	377	294	314
ENSG00000070614	2030	1502	899	1045	778	1236
ENSG00000070669	78	74	61	59	31	22
ENSG00000070718	389	258	300	256	298	276
ENSG00000070729	2	2	1	1	1	2
ENSG00000070731	373	39	109	68	115	95
ENSG00000070748	0	1	0	0	1	18
ENSG00000070756	2142	1798	1906	2051	2026	2009
ENSG00000070759	142	177	118	122	68	98
ENSG00000070761	334	269	288	262	249	338
ENSG00000070770	385	320	312	269	258	392
ENSG00000070778	885	616	564	586	428	502
ENSG00000070785	176	174	160	166	216	244
ENSG00000070808	4	5	4	3	2	5
ENSG00000070814	705	727	680	563	712	629
ENSG00000070831	169	149	148	170	184	114
ENSG00000070882	1008	1353	1045	1032	569	759
ENSG00000070886	2	0	0	1	0	3
ENSG00000070915	23	8	19	14	21	5
ENSG00000070950	253	208	160	184	145	220
ENSG00000070961	953	624	820	647	832	567
ENSG00000070985	35	28	59	26	31	5
ENSG00000071051	895	734	631	600	580	757
ENSG00000071054	1245	1541	1161	1339	1241	1517
ENSG00000071073	634	408	480	549	585	407
ENSG00000071082	405	335	449	365	433	327
ENSG00000071127	2436	2194	2052	1992	1922	2305
ENSG00000071189	801	387	459	518	389	523
ENSG00000071203	1	1	0	1	0	2
ENSG00000071205	258	350	205	185	179	370
ENSG00000071242	1076	1046	755	1145	725	1518
ENSG00000071243	345	188	287	201	233	162
ENSG00000071246	429	448	190	489	276	469
ENSG00000071282	296	444	284	259	229	490
ENSG00000071462	540	553	564	560	582	635
ENSG00000071537	1634	917	1001	1434	901	822
ENSG00000071539	33	18	43	33	50	23
ENSG00000071553	1527	1464	1279	1502	1123	1735
ENSG00000071564	1685	1223	1406	1265	1150	1005
ENSG00000071575	901	752	764	710	628	646
ENSG00000071626	1493	1671	1581	1396	1227	1418
ENSG00000071655	688	626	714	646	795	725
ENSG00000071677	0	0	0	0	0	1
ENSG00000071794	387	166	141	130	102	138
ENSG00000071859	590	796	744	629	690	856
